,CustomerID,LTDValue,PurchaseFrequency,MostRecentPurchase,PurchaseRecencyDays
576,13106.0,76.5,1,2011-07-29 15:12:00,132
577,13107.0,1531.6200000000001,4,2011-10-26 14:52:00,43
578,13108.0,350.06,1,2010-12-02 10:35:00,372
579,13109.0,786.54,2,2011-10-11 10:16:00,59
580,13110.0,1488.67,7,2011-11-08 14:30:00,30
582,13115.0,2294.78,4,2011-11-28 12:38:00,11
583,13116.0,501.14,1,2011-07-24 14:33:00,137
584,13117.0,984.91,8,2011-11-18 12:02:00,21
585,13118.0,1197.81,5,2011-11-20 12:46:00,19
586,13120.0,30.599999999999998,1,2011-04-15 10:19:00,238
587,13121.0,283.73,1,2011-03-15 16:47:00,268
588,13122.0,922.39,2,2011-09-06 15:53:00,93
590,13126.0,2099.64,8,2011-12-05 10:00:00,4
591,13127.0,259.17,1,2011-09-23 10:26:00,77
592,13130.0,64.0,1,2011-09-06 15:30:00,93
593,13131.0,1073.3,3,2011-11-16 13:21:00,22
594,13132.0,77.3,1,2011-03-23 12:44:00,261
595,13133.0,109.8,2,2011-03-11 10:31:00,273
596,13134.0,1793.58,4,2011-09-15 10:35:00,85
597,13135.0,3096.0,1,2011-05-27 10:52:00,196
598,13136.0,2607.61,5,2011-10-14 13:41:00,55
599,13137.0,3650.41,8,2011-11-29 12:09:00,10
600,13138.0,962.39,6,2011-11-17 16:51:00,21
602,13140.0,423.72,3,2011-08-23 15:33:00,107
603,13141.0,2388.75,5,2011-09-16 09:54:00,84
604,13142.0,307.09,1,2011-11-20 16:07:00,18
605,13144.0,110.95,1,2011-01-11 11:15:00,332
606,13145.0,618.52,4,2011-10-31 12:45:00,39
607,13146.0,228.91,1,2011-11-13 15:29:00,25
608,13147.0,712.8000000000001,4,2011-11-29 13:59:00,9
610,13149.0,1676.06,4,2011-11-25 13:09:00,13
611,13151.0,1257.8700000000001,1,2011-02-17 12:29:00,295
612,13153.0,486.22,1,2011-12-04 12:14:00,5
613,13155.0,971.76,4,2011-11-06 15:41:00,32
614,13157.0,1741.22,4,2011-10-21 13:50:00,48
615,13158.0,1201.06,4,2011-09-06 11:58:00,94
616,13159.0,1437.85,4,2011-12-01 11:20:00,8
617,13160.0,91.8,1,2011-11-17 13:07:00,21
618,13161.0,112.75,1,2011-01-30 14:03:00,312
619,13162.0,1688.29,4,2011-08-09 15:59:00,121
620,13165.0,1021.48,2,2011-10-24 15:05:00,45
621,13166.0,417.2,1,2011-03-01 15:16:00,282
622,13167.0,791.33,4,2011-11-21 12:24:00,18
623,13168.0,1319.19,4,2011-11-03 12:56:00,35
624,13169.0,712.88,2,2011-10-07 12:11:00,63
625,13170.0,116.00999999999999,1,2011-11-13 12:19:00,26
626,13171.0,468.41,3,2011-11-18 10:27:00,21
627,13173.0,353.65,2,2011-12-05 15:51:00,3
628,13174.0,2817.03,3,2011-11-23 14:35:00,15
629,13176.0,492.84,1,2011-10-24 15:43:00,45
630,13177.0,282.45,1,2011-10-06 09:56:00,64
632,13182.0,121.18,1,2011-10-25 13:46:00,44
634,13184.0,1701.29,10,2011-11-25 12:02:00,14
635,13185.0,71.4,1,2011-03-17 11:56:00,267
636,13186.0,1575.89,3,2011-10-31 11:40:00,39
637,13187.0,236.02,1,2011-01-06 18:57:00,336
638,13188.0,114.60000000000001,1,2011-11-28 15:28:00,10
639,13189.0,260.68,2,2011-11-21 10:39:00,18
640,13192.0,911.94,2,2011-09-05 14:13:00,94
641,13193.0,117.88,1,2011-10-09 14:30:00,60
642,13194.0,60.7,1,2011-07-27 09:01:00,135
643,13196.0,1797.78,4,2011-11-28 13:54:00,10
644,13198.0,3401.2400000000002,6,2011-11-29 15:17:00,9
646,13200.0,870.09,4,2011-11-20 15:35:00,18
647,13203.0,869.46,4,2011-11-30 10:45:00,9
648,13207.0,250.26000000000002,2,2011-11-24 14:52:00,14
649,13208.0,1223.9,6,2011-10-12 09:54:00,58
651,13210.0,353.48,1,2011-09-07 08:18:00,93
652,13211.0,1197.42,3,2011-11-29 14:43:00,9
653,13212.0,788.08,3,2011-11-20 12:40:00,19
654,13213.0,1520.58,5,2011-10-14 11:42:00,56
655,13216.0,333.74,1,2011-03-17 12:18:00,267
656,13217.0,533.98,3,2011-08-09 15:32:00,121
657,13218.0,62.63999999999999,1,2011-08-04 16:59:00,126
658,13220.0,819.2900000000001,4,2011-09-22 13:38:00,77
659,13221.0,847.41,2,2011-04-13 16:58:00,239
660,13223.0,163.20000000000002,2,2011-05-23 13:03:00,199
661,13224.0,2155.95,2,2011-10-10 14:55:00,59
663,13226.0,108.21000000000001,1,2011-03-11 14:35:00,272
664,13227.0,257.7,1,2011-05-22 11:47:00,201
665,13228.0,358.0,1,2011-09-19 14:28:00,80
666,13229.0,160.95,1,2011-04-28 12:07:00,225
668,13232.0,1357.6,7,2011-11-27 10:39:00,12
669,13233.0,605.12,2,2011-09-26 13:25:00,73
670,13235.0,1031.07,1,2011-05-11 17:13:00,211
671,13236.0,744.85,2,2011-11-15 12:50:00,24
672,13238.0,700.73,4,2011-11-22 15:37:00,16
673,13239.0,329.56,1,2011-03-23 10:25:00,261
674,13240.0,663.65,4,2011-09-04 14:08:00,95
675,13242.0,270.40000000000003,3,2011-08-19 12:53:00,111
676,13243.0,600.07,1,2011-05-20 13:14:00,202
677,13244.0,121.74000000000001,1,2011-09-08 11:46:00,92
678,13245.0,430.5,1,2011-10-20 11:40:00,50
679,13246.0,1987.3,6,2011-11-21 16:50:00,17
680,13247.0,501.12,4,2011-11-22 10:59:00,17
681,13248.0,465.68,2,2011-08-07 12:40:00,124
682,13249.0,711.41,3,2011-09-08 13:26:00,91
683,13253.0,1030.4,2,2011-07-06 10:09:00,156
684,13255.0,399.51,2,2011-11-30 13:14:00,8
685,13258.0,698.58,3,2011-11-28 09:31:00,11
686,13259.0,292.32,1,2011-10-09 10:48:00,61
687,13260.0,557.62,1,2011-10-09 13:21:00,60
688,13261.0,944.1,2,2011-03-16 12:22:00,268
689,13262.0,200.29,1,2011-03-21 15:06:00,262
691,13265.0,2107.66,5,2011-10-17 15:02:00,52
694,13268.0,3214.69,11,2011-11-22 11:51:00,17
696,13270.0,590.0,1,2010-12-08 14:53:00,365
697,13271.0,217.38,1,2011-11-02 14:31:00,36
698,13272.0,276.56,2,2011-11-08 14:00:00,30
699,13273.0,138.98,1,2011-08-18 14:02:00,112
700,13276.0,590.9300000000001,2,2011-10-07 12:44:00,63
701,13277.0,258.4,4,2011-11-24 09:21:00,15
702,13278.0,542.73,1,2011-10-30 11:49:00,40
703,13279.0,137.75,1,2011-09-22 17:24:00,77
704,13280.0,814.86,3,2011-08-09 13:14:00,121
705,13282.0,1132.14,3,2011-11-21 15:33:00,17
706,13283.0,93.66,2,2011-10-11 09:50:00,59
707,13284.0,201.19,1,2011-01-13 09:23:00,330
708,13285.0,2709.12,4,2011-11-16 13:19:00,22
709,13291.0,361.11,1,2011-07-07 10:36:00,155
710,13292.0,578.9399999999999,2,2011-11-01 10:04:00,38
711,13294.0,873.74,2,2011-06-03 08:54:00,189
712,13295.0,201.20000000000002,1,2010-12-15 11:21:00,359
713,13296.0,87.4,1,2011-07-25 13:46:00,136
714,13297.0,2089.85,4,2011-12-02 09:32:00,7
715,13298.0,360.0,1,2011-12-08 13:11:00,0
716,13299.0,142.5,1,2011-03-16 12:55:00,267
717,13300.0,371.89,1,2011-06-23 13:09:00,168
718,13301.0,618.09,4,2011-08-28 11:25:00,103
719,13302.0,63.75,1,2011-07-07 17:56:00,154
720,13304.0,300.42,1,2010-12-23 14:35:00,350
721,13305.0,2000.86,10,2011-12-05 15:15:00,3
722,13307.0,15.0,1,2011-08-11 17:14:00,119
723,13308.0,1385.51,3,2011-11-17 09:31:00,22
724,13309.0,1456.79,5,2011-12-02 16:34:00,6
725,13310.0,1132.03,3,2011-11-11 17:23:00,27
726,13311.0,598.57,2,2011-12-05 12:55:00,3
727,13313.0,1555.32,5,2011-11-17 16:48:00,21
728,13314.0,775.94,3,2011-12-08 12:29:00,1
730,13317.0,2273.68,6,2011-10-04 13:35:00,65
731,13318.0,640.76,3,2011-12-08 18:51:00,0
733,13320.0,1548.7,4,2011-09-22 18:07:00,77
734,13321.0,567.36,2,2011-09-28 15:24:00,71
735,13322.0,199.48000000000002,1,2011-11-22 14:21:00,16
736,13323.0,787.85,5,2011-12-06 17:12:00,2
738,13325.0,675.3,1,2011-09-19 10:36:00,81
739,13327.0,3627.77,8,2011-11-01 10:21:00,38
740,13328.0,1308.48,1,2011-01-27 15:22:00,315
741,13329.0,789.0,2,2011-11-08 10:29:00,31
742,13330.0,1140.93,3,2011-09-08 12:27:00,92
743,13332.0,350.9,1,2011-11-25 13:30:00,13
744,13334.0,3536.82,3,2011-09-18 15:21:00,81
745,13336.0,795.12,1,2011-09-23 14:05:00,76
746,13338.0,437.02,1,2011-07-05 09:06:00,157
747,13339.0,860.12,1,2011-05-23 08:31:00,200
749,13341.0,775.85,1,2011-03-24 09:50:00,260
750,13343.0,303.43,1,2011-06-15 12:24:00,177
751,13344.0,2543.72,3,2011-10-03 09:45:00,67
752,13345.0,339.5,1,2011-02-25 09:01:00,287
753,13347.0,291.36,1,2011-09-30 13:28:00,69
754,13348.0,233.76,1,2011-10-06 17:28:00,63
755,13349.0,197.32,1,2011-11-29 08:07:00,10
756,13350.0,879.12,2,2011-11-23 16:33:00,15
757,13351.0,323.94,1,2011-10-04 12:55:00,65
758,13352.0,347.97999999999996,1,2011-10-10 13:55:00,59
759,13354.0,743.53,1,2011-09-29 13:17:00,70
760,13355.0,674.7,1,2011-08-09 14:48:00,121
761,13356.0,768.24,1,2011-09-20 14:33:00,79
762,13357.0,609.95,1,2011-03-27 13:56:00,256
763,13358.0,389.03,1,2011-03-16 11:52:00,268
764,13359.0,389.56,1,2011-10-07 09:30:00,63
765,13362.0,3090.7400000000002,4,2011-11-30 14:41:00,8
766,13363.0,892.5,2,2011-11-22 12:40:00,17
767,13364.0,134.95999999999998,1,2011-09-29 18:13:00,70
768,13365.0,2225.37,2,2011-11-06 12:36:00,33
769,13366.0,56.160000000000004,1,2011-10-20 13:37:00,49
770,13368.0,573.4,2,2011-03-28 09:59:00,256
771,13369.0,258.28000000000003,1,2010-12-09 11:30:00,365
772,13370.0,754.87,1,2010-12-03 10:26:00,371
773,13372.0,328.64,1,2011-09-11 12:46:00,89
774,13373.0,3312.25,3,2011-10-10 10:51:00,60
775,13375.0,778.65,1,2011-09-12 10:19:00,88
776,13376.0,869.76,3,2011-09-01 16:16:00,98
777,13379.0,572.56,3,2011-11-13 13:45:00,25
778,13381.0,3639.31,6,2011-11-08 11:58:00,31
779,13382.0,222.99,1,2011-03-04 10:03:00,280
781,13385.0,534.57,1,2011-01-14 09:52:00,329
782,13388.0,677.1,2,2011-07-31 12:52:00,130
783,13389.0,797.96,3,2011-11-28 14:01:00,10
784,13390.0,544.08,1,2011-09-26 08:38:00,74
785,13391.0,59.8,1,2011-05-20 10:50:00,203
786,13394.0,2520.02,8,2011-12-08 11:36:00,1
787,13395.0,307.72,1,2011-06-07 15:04:00,184
788,13396.0,1360.99,2,2011-11-10 16:59:00,28
789,13397.0,1544.13,5,2011-09-28 10:56:00,72
790,13398.0,457.34,1,2011-05-31 13:17:00,191
791,13402.0,621.23,2,2011-08-04 15:51:00,126
792,13403.0,75.0,1,2011-11-22 08:28:00,17
793,13404.0,252.49,2,2011-12-08 15:37:00,0
794,13405.0,557.45,2,2011-05-19 16:31:00,203
796,13410.0,1003.06,5,2011-11-15 15:33:00,23
797,13411.0,213.55,1,2011-08-24 13:57:00,106
798,13414.0,1390.5,3,2011-07-29 11:45:00,133
799,13416.0,712.5,2,2011-10-27 08:56:00,43
800,13417.0,640.83,2,2011-12-05 08:49:00,4
802,13419.0,221.06,1,2011-10-07 12:49:00,63
803,13420.0,159.85,2,2011-07-13 08:48:00,149
804,13421.0,1851.08,2,2011-10-30 14:21:00,39
805,13422.0,2626.3,1,2011-10-06 13:42:00,63
806,13425.0,1624.21,3,2011-08-23 17:13:00,107
807,13426.0,3641.32,10,2011-12-09 08:59:00,0
808,13427.0,582.6,3,2011-11-20 13:02:00,18
809,13428.0,218.47,1,2011-11-29 14:20:00,9
810,13429.0,1006.8,4,2011-11-29 09:10:00,10
811,13430.0,679.45,2,2011-11-21 08:19:00,18
812,13431.0,1269.1,2,2011-10-03 13:49:00,66
813,13434.0,534.24,2,2011-09-26 14:30:00,73
815,13436.0,196.89,1,2011-12-08 10:33:00,1
816,13437.0,3408.06,7,2011-11-25 14:00:00,13
817,13439.0,283.71,1,2011-03-29 14:20:00,254
818,13441.0,296.64,1,2011-09-09 09:38:00,91
819,13447.0,1129.14,3,2011-11-16 13:38:00,22
820,13448.0,3539.37,6,2011-11-23 12:33:00,16
821,13449.0,291.88,1,2011-11-16 08:28:00,23
822,13450.0,2043.7199999999998,6,2011-11-13 11:54:00,26
823,13451.0,2976.15,5,2011-11-13 15:58:00,25
824,13452.0,590.0,2,2011-03-25 14:19:00,258
825,13453.0,356.97999999999996,2,2011-06-27 09:34:00,165
826,13455.0,1058.34,2,2011-11-15 11:21:00,24
827,13456.0,1766.72,6,2011-11-22 09:18:00,17
829,13460.0,183.44,2,2011-11-10 17:17:00,28
830,13461.0,1445.0,3,2011-11-01 09:01:00,38
831,13462.0,151.5,1,2011-04-01 11:20:00,252
832,13464.0,674.68,1,2011-10-12 15:01:00,57
833,13466.0,307.9,1,2011-06-08 16:39:00,183
834,13467.0,1083.71,2,2011-11-29 10:01:00,10
836,13470.0,165.0,2,2011-09-01 14:57:00,98
837,13471.0,2531.58,4,2011-12-08 15:44:00,0
838,13473.0,422.64,2,2011-10-10 11:20:00,60
839,13474.0,229.59,1,2011-04-17 13:53:00,235
840,13475.0,1431.78,4,2011-06-01 13:52:00,190
841,13476.0,1238.47,2,2011-06-14 12:00:00,178
842,13477.0,1454.58,6,2011-11-02 12:04:00,37
843,13479.0,300.95,2,2011-05-23 10:45:00,200
844,13481.0,1804.56,5,2011-10-25 09:07:00,45
845,13482.0,184.64,1,2011-04-21 17:03:00,231
846,13483.0,140.34,1,2011-10-05 11:53:00,65
847,13484.0,313.8,1,2011-04-12 16:30:00,240
848,13485.0,454.24,1,2011-04-20 13:58:00,232
849,13486.0,1122.41,3,2011-09-22 13:13:00,77
850,13487.0,575.4,3,2011-10-13 12:07:00,57
852,13489.0,449.52,4,2011-08-26 13:16:00,104
853,13491.0,1215.82,10,2011-10-19 08:32:00,51
854,13492.0,1269.84,3,2011-07-26 14:25:00,135
855,13493.0,498.63,2,2011-03-09 15:35:00,274
856,13494.0,316.26000000000005,1,2011-02-01 11:58:00,311
857,13495.0,2044.8700000000001,5,2011-12-02 11:21:00,7
858,13496.0,653.33,2,2011-11-29 10:58:00,10
859,13497.0,348.05,2,2011-03-02 09:04:00,282
860,13499.0,1159.11,5,2011-11-22 11:21:00,17
861,13500.0,1166.77,3,2011-11-16 15:35:00,22
862,13501.0,1340.32,1,2011-02-24 18:59:00,287
863,13502.0,292.0,3,2011-11-23 10:39:00,16
864,13503.0,216.85,1,2011-09-29 13:23:00,70
865,13504.0,295.93,1,2011-10-06 13:20:00,63
866,13505.0,3633.63,4,2011-09-28 11:56:00,72
867,13506.0,458.52,2,2011-01-27 13:53:00,315
868,13507.0,2479.16,4,2011-12-06 13:13:00,2
869,13508.0,110.97,1,2011-04-10 11:58:00,243
870,13509.0,964.72,6,2011-12-01 10:10:00,8
871,13510.0,1791.56,4,2011-12-08 13:46:00,0
872,13512.0,251.21,1,2011-03-24 10:03:00,260
873,13513.0,205.1,1,2011-08-05 11:50:00,126
874,13514.0,152.20000000000002,1,2011-09-27 09:39:00,73
875,13515.0,891.12,4,2011-09-28 11:26:00,72
876,13516.0,1389.41,3,2011-11-18 13:15:00,20
877,13517.0,2128.42,3,2011-10-11 11:43:00,59
878,13518.0,659.4399999999999,1,2011-09-15 10:29:00,85
879,13519.0,122.75,1,2011-09-22 18:24:00,77
880,13520.0,2984.35,6,2011-10-12 10:20:00,58
881,13521.0,1093.65,3,2011-12-08 13:50:00,0
882,13522.0,125.80000000000001,1,2011-11-09 15:11:00,29
884,13524.0,680.1800000000001,5,2011-10-30 12:34:00,40
885,13525.0,628.78,2,2011-11-25 12:01:00,14
886,13527.0,2287.51,7,2011-11-06 12:04:00,33
887,13529.0,307.76,2,2011-09-22 09:15:00,78
888,13531.0,483.8,2,2011-05-18 16:56:00,204
889,13532.0,210.31,1,2011-11-06 12:25:00,33
890,13533.0,270.79,3,2011-06-10 11:54:00,182
892,13536.0,3448.29,7,2011-12-08 16:38:00,0
893,13538.0,1280.85,7,2011-10-27 16:34:00,42
894,13539.0,631.34,3,2011-09-15 10:18:00,85
895,13544.0,291.41,2,2011-10-31 11:57:00,39
896,13546.0,626.99,3,2011-11-27 14:50:00,11
897,13548.0,682.41,2,2011-09-04 14:50:00,95
898,13549.0,918.2,7,2011-11-14 09:20:00,25
899,13551.0,91.80000000000001,1,2011-01-24 14:46:00,318
902,13557.0,584.06,2,2011-11-11 15:24:00,27
903,13558.0,605.06,4,2011-12-04 11:24:00,5
904,13560.0,174.37,1,2011-12-02 13:11:00,6
905,13561.0,141.85999999999999,1,2011-05-08 12:39:00,215
906,13562.0,1799.33,3,2011-09-19 10:51:00,81
907,13563.0,777.53,2,2011-09-16 14:45:00,83
908,13564.0,1749.02,3,2011-07-18 14:33:00,143
909,13565.0,240.22,2,2011-11-20 14:33:00,18
910,13566.0,874.71,2,2011-10-30 11:59:00,40
911,13568.0,192.85,1,2011-06-19 14:42:00,172
912,13569.0,373.75,2,2011-11-22 13:07:00,16
913,13570.0,239.49,1,2011-04-10 13:36:00,242
915,13572.0,1384.25,1,2011-05-18 11:59:00,205
916,13573.0,294.4,2,2011-10-20 14:33:00,49
917,13575.0,732.0699999999999,5,2011-11-16 13:14:00,22
919,13577.0,1687.6000000000001,4,2011-11-14 15:19:00,24
920,13579.0,467.04,2,2011-11-25 08:41:00,14
921,13581.0,118.0,1,2011-02-03 14:41:00,308
922,13583.0,781.03,1,2011-07-07 10:40:00,155
923,13584.0,142.4,1,2011-02-06 12:49:00,306
924,13587.0,712.4,1,2011-10-07 12:31:00,63
925,13588.0,2478.95,9,2011-11-24 10:42:00,15
926,13589.0,379.65,2,2011-11-25 12:10:00,14
927,13590.0,1981.92,6,2011-11-28 12:54:00,10
928,13591.0,1117.13,3,2011-10-06 12:26:00,64
929,13592.0,247.95999999999998,4,2011-11-04 09:49:00,35
930,13593.0,2037.0800000000002,5,2011-08-23 13:35:00,107
931,13594.0,396.97,1,2011-10-18 10:19:00,52
932,13596.0,697.04,2,2011-12-04 12:01:00,5
933,13598.0,180.17000000000002,1,2011-10-23 14:28:00,46
935,13600.0,219.52,1,2011-01-31 15:27:00,311
936,13601.0,693.32,2,2011-10-25 17:31:00,44
937,13602.0,428.89,1,2011-10-06 11:47:00,64
938,13603.0,164.34,1,2011-11-13 15:57:00,25
939,13606.0,280.53999999999996,3,2011-11-10 17:46:00,28
940,13607.0,678.01,1,2011-10-30 16:17:00,39
941,13610.0,1131.88,7,2011-11-27 15:38:00,11
942,13611.0,1171.8,3,2011-09-11 14:51:00,88
943,13614.0,1610.46,4,2011-11-15 14:47:00,23
944,13615.0,417.69,1,2011-01-25 08:21:00,318
945,13617.0,544.18,3,2011-10-30 13:50:00,39
946,13618.0,177.34,1,2011-06-19 11:09:00,173
947,13621.0,213.85,1,2011-08-15 08:26:00,116
948,13623.0,747.78,5,2011-11-09 12:00:00,30
949,13626.0,257.23,1,2011-04-01 10:05:00,252
950,13627.0,1638.47,5,2011-10-11 14:20:00,58
952,13630.0,2031.78,7,2011-12-04 15:16:00,4
953,13631.0,3070.42,11,2011-09-01 09:57:00,99
954,13632.0,2121.27,5,2011-11-15 10:51:00,24
955,13634.0,1575.16,5,2011-11-06 13:40:00,32
956,13635.0,1071.03,1,2011-10-03 10:55:00,67
957,13636.0,949.12,5,2011-11-03 10:30:00,36
958,13637.0,810.5,3,2011-10-18 13:32:00,51
959,13638.0,122.64,1,2011-11-24 10:38:00,15
960,13639.0,1033.34,1,2011-09-26 13:36:00,73
961,13642.0,354.8,1,2011-05-08 12:34:00,215
962,13643.0,519.44,3,2011-11-08 15:37:00,30
963,13644.0,2624.26,4,2011-11-23 14:07:00,15
964,13645.0,252.1,1,2011-08-11 16:11:00,119
965,13647.0,1678.1200000000001,4,2011-11-30 12:00:00,9
966,13649.0,346.6,2,2011-03-28 11:51:00,256
967,13650.0,1836.34,6,2011-11-23 12:22:00,16
968,13651.0,79.2,1,2011-10-31 12:11:00,39
969,13652.0,1095.08,3,2011-10-25 08:51:00,45
970,13654.0,2707.33,6,2011-10-27 16:24:00,42
971,13655.0,932.97,2,2011-08-17 14:25:00,113
972,13656.0,379.65,2,2011-06-28 10:31:00,164
973,13657.0,382.14,2,2011-11-29 12:32:00,10
974,13658.0,2639.17,5,2011-11-30 10:13:00,9
975,13659.0,1573.2,2,2011-05-18 12:37:00,205
976,13662.0,897.76,3,2011-09-15 12:04:00,85
977,13663.0,189.47,1,2011-06-13 15:44:00,178
978,13666.0,84.65,3,2011-10-10 15:39:00,59
979,13667.0,305.02,1,2011-07-13 15:42:00,148
981,13669.0,218.55,2,2011-10-20 09:32:00,50
982,13670.0,349.7,1,2011-09-25 15:25:00,74
983,13672.0,186.39000000000001,2,2011-02-11 13:53:00,300
984,13673.0,396.92,2,2011-11-21 12:11:00,18
985,13675.0,486.82000000000005,2,2011-07-11 12:57:00,150
986,13678.0,232.6,1,2011-07-11 10:14:00,151
988,13681.0,827.83,4,2011-11-22 11:13:00,17
989,13682.0,59.5,1,2011-06-05 14:06:00,186
990,13684.0,67.23,1,2011-02-27 10:13:00,285
991,13685.0,3119.44,7,2011-12-07 11:41:00,2
992,13686.0,72.0,1,2011-06-10 09:10:00,182
993,13689.0,910.0,1,2011-10-07 13:21:00,62
994,13690.0,172.25,1,2011-10-11 15:03:00,58
995,13692.0,1488.32,3,2011-11-15 11:17:00,24
998,13697.0,151.29999999999998,1,2011-11-01 09:14:00,38
999,13699.0,308.58000000000004,1,2011-07-07 16:51:00,154
1000,13700.0,2265.12,10,2011-11-13 13:00:00,25
1001,13703.0,99.5,1,2011-01-25 13:10:00,317
1002,13704.0,2308.06,9,2011-12-04 15:13:00,4
1003,13705.0,711.86,3,2011-12-02 12:32:00,7
1004,13706.0,330.79,1,2011-02-10 09:21:00,302
1005,13707.0,806.41,2,2011-03-17 18:03:00,266
1006,13708.0,296.88,1,2011-03-13 13:46:00,270
1008,13710.0,180.48,1,2011-11-08 08:16:00,31
1009,13711.0,252.06,2,2011-05-05 10:31:00,218
1010,13712.0,228.84,1,2011-04-07 12:33:00,246
1011,13715.0,1079.34,5,2011-03-03 19:21:00,280
1012,13716.0,138.28,1,2011-03-15 13:49:00,268
1013,13717.0,1445.01,6,2011-11-07 14:13:00,31
1014,13718.0,306.55,2,2011-04-07 13:24:00,245
1015,13719.0,1041.68,5,2011-11-24 15:26:00,14
1016,13720.0,799.9,4,2011-08-15 12:46:00,116
1017,13721.0,524.14,1,2011-11-03 14:05:00,35
1018,13722.0,2375.41,3,2011-07-31 12:44:00,131
1019,13723.0,199.85000000000002,1,2011-05-06 17:04:00,216
1020,13725.0,1980.56,8,2011-10-21 10:03:00,49
1021,13726.0,1079.6599999999999,2,2011-11-01 10:49:00,38
1022,13727.0,333.48,2,2011-11-11 09:46:00,28
1023,13728.0,1016.14,6,2011-11-03 10:49:00,36
1024,13730.0,752.6,2,2011-07-27 08:35:00,135
1025,13731.0,610.59,2,2011-05-04 14:33:00,218
1026,13732.0,491.86,1,2011-11-11 15:49:00,27
1027,13735.0,2885.2400000000002,4,2011-11-15 11:14:00,24
1028,13736.0,731.9,2,2011-12-04 15:19:00,4
1029,13737.0,339.59999999999997,1,2011-05-23 16:32:00,199
1030,13739.0,216.9,1,2011-11-21 13:35:00,17
1031,13740.0,350.75,1,2011-04-13 10:32:00,240
1032,13741.0,668.4300000000001,3,2011-09-29 09:19:00,71
1034,13743.0,1341.6,7,2011-12-07 10:09:00,2
1035,13744.0,1156.36,2,2011-09-05 15:19:00,94
1036,13745.0,300.04,1,2011-06-30 16:43:00,161
1037,13747.0,79.6,1,2010-12-01 10:37:00,373
1038,13748.0,948.25,5,2011-09-05 09:45:00,95
1039,13750.0,1647.26,5,2011-10-17 12:16:00,53
1040,13751.0,296.25,1,2011-02-24 15:56:00,287
1041,13752.0,1186.28,6,2011-08-07 14:16:00,123
1042,13753.0,741.26,1,2011-02-25 12:48:00,287
1043,13754.0,282.59999999999997,2,2011-07-11 11:51:00,151
1044,13755.0,2161.35,9,2011-12-06 12:26:00,3
1046,13758.0,3190.55,7,2011-11-28 11:11:00,11
1047,13759.0,659.4100000000001,2,2011-11-06 14:47:00,32
1048,13760.0,286.79,2,2011-10-16 16:13:00,53
1049,13761.0,1070.65,2,2011-10-20 14:01:00,49
1050,13762.0,306.72,1,2011-05-05 09:15:00,218
1051,13763.0,1714.96,1,2011-10-07 15:13:00,62
1052,13764.0,1521.76,3,2011-09-30 12:03:00,70
1054,13769.0,2796.51,10,2011-12-07 15:08:00,1
1055,13771.0,2634.45,4,2011-10-06 14:18:00,63
1056,13772.0,1132.13,3,2011-11-06 11:43:00,33
1057,13774.0,345.0,1,2011-09-19 12:06:00,81
1059,13778.0,178.7,1,2011-08-28 15:25:00,102
1060,13780.0,360.01,2,2011-12-02 13:49:00,6
1061,13781.0,127.84,1,2011-04-03 12:08:00,250
1062,13782.0,912.0,6,2011-11-27 11:54:00,12
1063,13784.0,2462.79,11,2011-11-30 09:33:00,9
1064,13786.0,230.39999999999998,1,2010-12-07 13:53:00,366
1065,13787.0,309.04,2,2011-09-25 12:06:00,75
1066,13790.0,348.8,1,2011-12-05 15:48:00,3
1067,13791.0,1516.0,2,2011-08-04 11:44:00,127
1068,13792.0,195.55,2,2011-10-04 14:31:00,65
1070,13799.0,688.86,2,2011-08-15 12:07:00,116
1071,13800.0,558.32,1,2011-02-03 12:27:00,309
1072,13801.0,324.8,1,2011-10-04 10:15:00,66
1074,13803.0,277.07,1,2011-03-29 12:57:00,254
1075,13804.0,2635.79,7,2011-11-09 12:32:00,30
1076,13805.0,924.6,2,2011-10-18 14:50:00,51
1077,13806.0,256.38,1,2011-10-07 11:43:00,63
1078,13807.0,112.6,1,2010-12-07 15:48:00,366
1079,13808.0,1747.66,5,2011-12-04 12:18:00,5
1080,13809.0,155.05,1,2011-02-07 13:15:00,304
1081,13810.0,1427.01,3,2011-11-11 08:33:00,28
1082,13811.0,742.5,3,2011-06-09 09:54:00,183
1083,13812.0,485.0,3,2011-10-28 14:27:00,41
1084,13813.0,1168.8600000000001,4,2011-10-31 10:38:00,39
1085,13814.0,1579.12,2,2011-09-08 13:48:00,91
1087,13816.0,499.67,2,2011-11-16 08:38:00,23
1088,13817.0,328.98,2,2011-11-10 17:49:00,28
1089,13819.0,1140.35,3,2011-02-11 10:38:00,301
1090,13821.0,385.64,2,2011-07-18 09:49:00,144
1091,13822.0,632.0,2,2011-12-04 12:13:00,5
1092,13823.0,957.66,2,2011-11-21 10:22:00,18
1093,13824.0,1698.94,5,2011-11-07 12:41:00,32
1094,13826.0,189.5,1,2011-06-16 13:48:00,175
1095,13827.0,412.05,3,2011-10-13 12:38:00,57
1096,13828.0,209.49,1,2011-11-17 16:02:00,21
1097,13831.0,2202.99,6,2011-11-23 15:41:00,15
1098,13832.0,52.199999999999996,1,2011-11-20 15:36:00,18
1099,13833.0,384.8,1,2011-07-03 13:27:00,158
1100,13835.0,834.57,4,2011-11-14 15:37:00,24
1101,13837.0,271.24,2,2011-05-12 12:10:00,211
